2822,2626,2256,2209,2219,1540,2219,1933,498,648
2822,2645,2289,2237,2228,1530,2228,1943,465,653
2818,2818,2345,2191,2214,1507,2233,1971,433,644
2813,2659,2359,2214,2233,0,0,0,447,648
2818,2645,2284,2219,2237,1559,2242,1975,465,662
2832,2631,2392,2219,2214,1568,2214,1952,456,656
2818,2617,2397,2205,2233,1549,2233,1947,451,658
2827,2692,2317,2195,2209,1549,2233,1952,484,658
2813,2631,2345,2228,2219,1544,2209,1957,475,644
2822,2650,2383,0,0,0,2228,1957,484,642
2800,2659,2298,2228,2237,1559,2195,1952,470,644
2814,2659,2284,2219,2247,1559,2223,1928,456,644
2827,2869,2284,2205,2228,1549,2205,1961,494,658
2818,2654,2280,2228,2214,1549,2233,1957,494,644
2818,2631,2280,2195,2219,1516,2228,1975,503,648
2818,2621,2336,2195,2219,1568,2223,1957,475,646
2846,2645,2298,2223,2214,1544,2247,1966,465,667
2818,2617,2331,2233,2223,1535,2200,1943,512,658
2822,2654,2331,2214,2200,1535,2242,1961,498,625
2822,2626,2327,2195,2209,1507,2247,1971,428,644
2813,2678,2270,2200,2209,1530,2219,1947,517,646
2841,2598,2289,2195,2219,1549,2223,1938,531,642
2827,2626,2308,2205,2252,1568,2219,1947,418,634
2827,2645,2355,2223,2209,1535,2223,1971,456,651
2822,2748,2294,2209,2228,1587,2214,1952,540,658
2822,2598,2275,2181,2214,1549,2252,1957,475,648
2827,2855,2331,2176,2228,1530,2233,1928,479,667
2832,2650,2312,2191,2242,1563,2228,1952,479,646
2822,2640,2303,2195,2237,1549,2209,1966,428,648
2813,2668,2327,2223,2237,1530,2242,1952,503,658
2813,2664,2322,2200,2219,1521,2228,1966,484,658
2846,2603,2341,2228,2214,1526,2233,1947,437,667
2818,2626,2331,2219,2228,1582,2247,1952,494,662
2818,2589,2312,2209,2247,1568,2223,1938,465,644
2818,2814,2327,2233,2228,1549,2228,1947,433,658
2813,2673,2327,2214,2233,1549,2214,1947,461,648
2837,2645,2312,2191,2228,1563,2247,1938,433,653
2818,2626,2308,2214,2214,1554,2214,1957,465,662
2813,2640,2298,2176,2237,1568,2228,1971,475,644
2827,2607,2308,2233,2209,1573,2223,1952,512,660
2832,2673,2294,2242,2252,1591,2261,1961,475,658
2837,2640,2350,2191,2205,1544,2223,1971,479,642
2832,2617,2266,2214,2242,1554,2214,1952,451,648
2832,2800,2303,2195,2228,1563,2214,1975,433,644
2841,2813,2289,2214,2237,1544,2247,1952,475,667
2818,2598,2298,2219,2223,1563,2228,1961,512,648
2818,2804,2336,2233,2209,1559,2209,1961,475,642
2822,2640,2345,2205,2237,1544,2223,1947,479,660
2813,2809,2303,2186,2237,1554,2228,1947,484,667
2827,2626,2327,2186,2205,1577,2228,1957,479,662
2818,2612,2336,2181,2233,1587,2233,1943,461,653
2818,3001,2392,2219,2233,1530,2228,1943,494,658
2855,2631,2312,2181,2205,1568,2223,1928,475,658
2818,2650,2341,2228,2247,1544,2205,1957,470,658
2841,2664,2308,2219,2219,1568,2219,1957,479,658
2822,2612,2298,2191,2242,1559,2247,1952,498,662
2814,2631,2284,2214,2228,1559,2200,1957,442,662
2818,2635,2322,2186,2233,1563,2237,1961,489,644
2822,3146,2308,2209,2242,1559,2228,1947,461,642
2813,2617,2350,2209,2228,1540,2205,1961,465,639
2818,2645,2312,2219,2242,1540,2209,1957,0,0
