2373,2621,2879,2827,1568,2233,1582,1957,917,646
2350,2617,2879,2818,1605,2256,1596,1928,917,653
2359,2626,2841,0,0,0,1568,1933,959,689
2341,2607,2855,2818,1615,2237,1596,1933,983,639
2322,2598,2874,2809,1587,2303,1582,1938,992,662
2406,2617,2874,2814,1577,2223,1596,1919,941,639
2397,2626,2869,2800,1582,2270,1587,1938,927,646
2397,2621,2860,2818,1601,2252,1577,1933,898,648
2341,2621,2837,2818,1591,2298,1601,1943,964,642
2341,2607,2851,2809,1596,2261,1587,1910,0,0
2392,2598,2869,2800,1568,2237,1568,1938,992,639
2317,2631,2827,2818,1587,2247,1596,1947,908,644
2359,2589,2874,2832,1601,2284,1577,1900,908,634
2383,2612,2865,2809,1582,2266,1587,1947,894,644
2373,2603,2874,2813,1568,2294,1591,1933,974,679
2331,2612,2841,2818,1601,2233,1573,1938,959,658
2411,2621,2855,2818,1568,2247,1596,1938,992,642
2383,2612,2837,2818,1573,2280,1591,1928,959,653
2388,2607,2832,2814,1591,2242,1605,1919,988,656
2392,2621,2827,2832,1582,2256,1563,1938,969,660
2402,2617,2851,2804,1577,2252,1573,1938,936,658
2378,2607,2855,2822,1563,2242,1601,1933,950,634
2317,2621,2841,2841,1591,2261,1582,1938,922,665
2397,2617,2827,2818,1605,2266,1591,1938,917,665
2378,2607,2846,2827,1605,2294,1591,1938,988,667
2397,2598,2860,2800,1587,2270,1615,1910,941,658
2355,2598,2865,2795,1596,2233,1615,1928,992,665
2317,2612,2855,2827,1601,2256,1605,1924,927,653
2369,2598,2851,2814,1568,2284,1610,1914,959,667
2378,2603,2869,2800,1591,2280,1573,1943,913,662
2397,2617,2865,2800,1620,2270,1582,1914,974,667
2355,2593,2855,2814,1601,2242,1582,1938,0,0
2402,2621,2846,2818,1591,2256,1591,1914,898,684
2402,2626,2851,2818,1605,2266,1559,1919,974,653
2359,2607,2860,2814,1610,2247,1596,1919,898,634
2336,2617,2841,2800,1605,2247,1605,1933,945,653
2364,2589,2832,2818,1591,2223,1582,1952,922,648
2345,2607,2822,2809,1591,2219,1615,1952,950,642
2364,2612,2837,2814,1605,2256,1596,1947,908,642
2392,2617,2841,2809,1601,2294,1582,1947,927,644
2350,2626,2846,2809,1605,2275,1559,1924,974,625
2359,2589,2874,2809,1582,2298,1596,1938,941,660
2378,2626,2841,2809,1591,2289,1605,1928,913,642
2392,2607,2869,2795,1577,2289,1582,1905,959,644
2373,2607,2874,2818,1596,2247,1582,1957,941,658
2369,2603,2841,2818,1563,2261,1587,1919,936,625
2364,2607,2883,2832,1596,2242,1596,1957,898,625
2373,2603,2832,2818,1591,2275,1582,1924,945,653
2341,2603,2832,2818,1573,2247,1554,1924,945,653
2392,2612,2822,2841,1568,2284,1601,1933,983,658
2331,2598,2860,2822,1601,2247,1587,1910,908,642
2397,2607,2888,2832,1601,2289,1601,1943,969,644
2378,2612,2855,2814,1587,2233,1573,1905,978,656
2406,2603,2860,2832,1587,2228,1591,1943,945,658
2345,2626,2841,2800,1573,2266,1596,1933,955,642
2345,2617,2846,2832,1596,2252,1559,1924,936,670
2392,2607,2841,2851,1582,2256,1587,1914,936,653
2411,2603,2827,2818,1568,2275,1573,1943,983,660
2331,2607,2851,2814,1596,2266,1596,1943,945,670
2392,2612,2851,2813,1573,2256,1568,1928,941,658
2350,2612,2846,2800,1577,2270,1587,1938,936,648
2402,2603,2851,2818,1620,2294,1591,1971,978,653
2355,2621,2865,2827,1568,2256,1573,1924,936,646
2322,2612,2846,2818,1601,2242,1601,1943,945,658
2406,2598,2851,2809,1568,2275,1587,1933,941,639
2392,2612,2841,2813,1568,2266,1573,1914,922,651
