2837,2874,2317,2205,2233,1530,2233,1975,646,658
2818,2640,2425,2209,2242,1530,2219,1957,651,648
2814,2631,2345,2181,2200,1563,2256,1957,658,630
2822,2668,2336,2205,2228,1544,2209,1971,642,662
2804,2640,2327,2200,2233,1544,2252,1975,646,620
2818,2673,2308,2186,2233,1573,2214,1947,651,667
2832,2729,2275,2195,2228,1573,2247,1961,642,644
2827,2640,2317,2176,2223,1573,2256,1957,634,634
2822,3174,2355,2195,2237,1540,2237,1957,642,639
2813,2626,2322,2209,2242,1549,2266,1971,653,653
2851,2645,2317,2191,2247,1535,2233,1943,648,630
2818,2659,2312,2167,2237,1549,2247,1943,667,625
2814,2635,2303,2158,2242,1526,2252,1966,667,653
2818,2621,2369,2167,2209,1549,2237,1966,648,667
2832,2865,2317,2186,2256,1587,2256,1938,644,660
2804,2813,2420,2195,2252,1549,2209,1957,653,634
2841,2701,2359,2205,2223,1554,2228,1957,642,653
2809,2654,2355,2191,2242,1554,2200,1947,642,642
2804,2720,2350,2219,2237,1535,2209,1966,651,651
2832,2645,2355,2195,2242,1540,2223,1961,658,634
2837,2640,2388,2219,2228,1544,2233,1938,670,662
2813,2664,2341,2186,2219,1530,2252,1957,665,653
2841,2640,2383,2186,2228,1526,2214,1975,651,646
2813,2935,2392,2195,2209,1544,2205,1961,667,639
2814,2786,2336,2209,2242,1563,2228,1966,656,644
2846,2991,2378,2176,2233,1554,2214,1952,660,648
2818,2631,2327,2191,2247,1512,2237,1957,644,658
2832,2645,2312,2186,2200,1559,2237,1957,648,625
2813,2631,2308,2162,2223,1544,2228,1938,667,648
2822,2635,2294,2195,2247,1540,2214,1943,639,648
2832,2772,2425,2186,2237,1521,2256,1952,651,658
2818,2640,2284,2191,2233,1554,2219,1947,660,667
2814,2654,2336,2176,2252,1549,2233,0,0,0
2827,2650,2350,2200,2223,1544,2233,1961,665,658
2860,2635,2378,2219,2209,1577,2247,1966,642,648
2822,2631,2317,2214,2209,1549,2252,1943,667,642
2818,2668,2388,2223,2228,1573,2219,1971,667,625
2827,2654,2355,2223,2223,1554,2237,1947,646,644
2809,2635,2364,2181,2242,1540,2233,1952,639,648
2818,2612,2322,2167,2223,1516,2252,1966,630,658
2832,2883,2331,2205,2233,1516,2209,1947,667,667
2822,2631,2373,2223,2214,1530,2233,1966,662,662
2822,2612,2331,2195,2214,1554,2237,1961,611,648
2827,2635,2345,2205,2242,1559,2223,1961,648,662
2841,2640,2284,2219,2228,1563,2237,1943,656,630
2818,2617,2284,2205,2219,1526,2242,1957,644,667
2813,2673,2298,2172,2247,1554,2228,1952,667,634
2818,2645,2336,2205,2219,1526,2219,1975,639,648
2814,2635,2298,2200,2247,1554,2214,1952,639,648
2822,2668,2341,2186,2214,1530,2237,1952,667,648
2837,2654,2317,2195,2219,1568,2223,1952,648,642
2832,2888,2364,2219,2214,1568,2242,1961,662,634
2814,2659,2275,2181,2219,1526,2237,1952,639,625
2809,2635,2303,2200,2252,1582,2242,1966,646,667
2818,2621,2345,2219,2237,1526,2200,1975,644,630
2837,2626,2280,2191,2219,1526,2219,1938,620,625
2804,3001,2294,2186,2242,1526,2242,1924,653,634
2827,2701,2312,2172,2233,1587,2205,1952,651,653
2827,2944,2331,2214,2223,1568,2233,1938,646,648
2841,0,0,0,2242,1573,2252,1928,658,653
