2378,2392,2902,2809,1577,2303,1554,1928,569,651
2392,2373,2902,2818,1596,2322,1573,1947,592,653
2406,2355,2898,2814,1582,2322,1596,1966,606,646
2416,2402,2902,2800,1573,2312,1587,1938,592,662
2397,2430,2879,2837,1601,2322,1591,1938,573,630
2373,2369,2865,2814,1587,2284,1610,1933,615,620
2388,2420,2879,2795,1587,2317,1596,1975,578,658
2397,2388,2907,2809,1591,2331,1577,1961,601,660
2392,2383,2888,2804,1568,2364,1601,1957,587,620
2402,2388,2888,2809,1596,2341,1601,1952,597,670
2411,2392,2893,2804,1605,2355,1601,1975,606,625
2383,2364,2898,2795,1582,2294,1596,1928,592,630
2392,2373,2874,2818,1587,2322,1605,1943,583,662
2369,2373,2888,2818,1615,2331,1587,1961,554,662
2406,2355,0,0,0,2331,1605,1952,606,620
2378,2373,2874,2809,1601,2294,1601,1938,550,630
2402,2373,2893,2818,1610,2294,1587,1943,597,665
0,2317,2888,2818,1610,2327,1587,1943,597,658
2392,2388,2902,2837,1596,2317,1573,1994,592,662
2383,2373,2893,2795,1596,2294,1587,1947,611,639
2397,2411,2898,2795,1587,2331,1605,1933,597,634
2373,2397,2883,2809,1596,2312,1615,1966,606,653
2425,2345,2893,2813,1605,2345,1577,1914,601,634
2378,2397,2902,2809,1587,2312,1587,1938,611,630
2397,2359,2865,2814,1587,2327,1587,1924,601,648
2402,2383,2888,2818,1610,2275,1610,1971,583,653
2397,2397,2893,2818,1591,2331,1582,1980,592,625
2411,2373,2898,2818,1601,2327,1582,1933,564,634
2392,2430,2898,2795,1601,2355,1573,1947,606,662
2373,2364,2874,2822,1577,2327,1596,1943,587,646
2364,2364,2888,2818,1591,2308,1582,1966,569,642
2397,2345,2888,2813,1591,2312,1591,1938,606,642
2392,2388,2893,2813,1587,2289,1573,1952,587,653
2397,2392,2888,2818,1577,2312,1591,1938,620,625
2369,2430,2902,2813,1596,2298,1601,1928,611,644
2359,2378,2898,2813,1568,2298,1591,1928,587,611
2397,2369,2865,2827,1591,2322,1577,1952,606,634
2402,2388,2898,2818,1563,2341,1591,1989,587,648
2388,2378,2883,2818,1582,2322,1573,1947,611,639
2392,2364,2898,2822,1582,2308,1610,1910,592,667
2411,2383,2874,2827,1573,2303,1591,1957,559,667
2416,2350,2888,2809,1587,2317,1577,1971,611,634
2373,2416,2865,2813,1605,2322,1577,1943,578,662
2402,2341,2883,2809,1601,2322,1601,1933,550,634
2373,2378,2893,2818,1587,2331,1577,1957,550,667
2402,2416,2912,2818,1596,2327,1601,1957,587,625
2402,2406,2869,2814,1610,2275,1582,1924,587,644
2402,2420,2893,2814,1582,2312,1587,1957,564,639
2416,2392,2883,2818,1596,2308,1577,1947,587,665
2373,2430,2888,2814,1601,2317,1568,1943,554,658
2411,2430,2874,2813,1601,2345,1582,1943,587,644
2388,2336,2888,2813,1587,2322,1577,1961,587,658
2392,2388,2879,2822,1601,2317,1582,1947,592,665
2392,2416,2874,2818,1601,2312,1596,1952,611,642
2388,2420,2883,2818,1591,2312,1591,1952,592,644
