2083,2612,3427,2930,1240,2921,1245,2444,731,1189
2055,2598,3408,2930,1221,2930,1231,2444,717,1179
2111,2598,3408,2916,1236,2940,1254,2434,754,1179
2087,2621,3474,2921,1245,2916,1259,2430,740,1226
2097,2575,3408,2902,1226,2991,1226,2425,721,1221
2088,2575,3441,2912,1207,2883,1292,2397,764,1184
2134,2584,3422,2888,1236,2898,1198,2434,745,1203
2060,2635,3446,2916,1212,2930,1240,2425,712,1217
2097,2603,3474,2935,1245,2874,1254,2416,731,1198
2079,2598,3441,2944,1273,2944,1221,2416,721,1207
2097,2584,3418,2949,1226,2944,1226,2448,721,1226
2092,2631,3436,2912,1245,2982,1250,2444,731,1189
2130,2617,3422,2912,1250,2940,1217,2430,736,1221
2115,2598,3427,2930,1264,2916,1297,2430,764,1203
2087,2621,3455,2935,1250,2944,1231,0,0,0
2101,2593,3450,2944,1264,2968,1236,2439,712,1231
2106,2621,3446,2902,1268,2902,1226,2453,721,1203
2083,2626,3389,2944,1287,2973,1217,2463,726,1193
2097,2612,3418,2921,1226,2973,1236,2411,736,1203
2115,2575,3441,2902,1282,2888,1278,2425,745,1165
2088,2579,3436,2926,1273,2959,1264,2402,726,1207
2111,2579,3446,2930,1287,2935,1259,2434,726,1198
2088,2575,3441,2935,1217,2921,0,2402,745,1184
2083,2612,3455,2907,1236,2944,1287,2453,759,1175
2111,2626,3408,2907,1278,2982,1250,2458,740,1217
2079,2612,3422,2912,1282,2930,1245,2439,745,1236
2087,2626,3464,2930,1292,2935,1231,2425,731,1212
2101,2635,3403,2926,1287,2902,1217,2402,703,1184
2088,2617,3432,2935,1315,2921,1301,2402,736,1245
2125,2635,3469,2944,1212,2935,1231,2420,717,1175
2139,2617,3418,2912,1236,2935,1264,2463,740,1212
2162,2584,3418,2907,1217,2893,1221,2434,712,1175
2092,2664,3469,2916,1250,2893,1226,2430,726,1184
2101,2626,3436,2940,1245,2940,1278,2458,721,1212
2148,2607,3446,2926,1212,2921,1217,2463,707,1207
2106,2593,3427,2912,1231,2930,1212,2425,745,1193
2083,2617,3441,2912,1250,2912,1217,2383,721,1179
2115,2612,3427,2926,1212,2883,1226,2392,745,1193
2097,2612,3441,2926,1217,2883,1231,2434,740,1212
2083,2617,3432,2944,1278,2963,1254,2448,712,1217
2097,2626,3464,2959,1254,2926,1254,2434,731,1165
2120,2579,3432,2907,0,0,0,2453,717,1203
2079,2598,3432,2921,1250,2963,1250,2467,689,1179
2087,2575,3422,2930,1217,2944,1297,2439,721,1212
2097,2561,3427,2921,1268,2944,1240,2420,707,1221
2101,2612,3403,2926,0,0,0,2444,754,1203
2083,2617,3408,2926,1231,2940,1212,2434,736,1165
2125,2603,3446,2930,1240,0,0,0,768,1198
2092,2584,3450,2921,1264,2912,1217,2373,717,1193
2087,2645,3469,2921,1226,2926,1221,2463,717,1198
2087,2603,3427,2926,1236,2907,1282,2397,740,1189
2115,2631,3446,2907,1236,2968,1250,2416,717,1179
2087,2626,3441,2930,1259,2898,1217,2416,736,1217
2097,2598,3436,2944,1254,2912,1198,2439,740,1203
2079,2617,3441,2935,1198,2907,1254,2397,740,1221
