2818,3642,2855,1652,2781,1259,2772,2626,1399,834
2814,3619,2855,1601,2781,1282,2711,2598,1427,843
2814,3628,2822,1638,2743,1282,2757,2603,1380,820
2814,3633,2879,1638,2715,1231,2767,2635,1399,825
2809,3628,2832,1629,2800,1282,2711,2603,1413,843
2781,3642,2813,1620,2753,1282,2767,2584,1404,829
2809,3637,2818,1638,2772,1226,2776,2593,1394,811
2818,3680,2846,1634,2729,1306,2767,2593,1380,881
2795,3647,2879,1634,2753,1278,2781,2621,1404,839
2818,3651,2837,1676,2800,1250,2786,2612,1451,872
2790,3637,2851,1648,2743,1315,2753,2579,1413,782
2818,3600,2855,1652,2748,0,0,0,1376,811
2818,3656,2822,1643,2734,1287,2748,2617,1380,815
2786,3609,2883,1643,2743,1287,2762,2617,1446,839
2813,3680,2822,1629,2748,1282,2772,2645,1380,843
2809,3619,2832,1648,2734,1240,2781,2575,1404,806
2800,3647,2865,1657,2781,1273,2767,2626,1385,815
2809,3642,2855,1643,2776,1259,2739,2589,1371,857
2814,3628,2822,1648,2767,1278,2804,2589,1404,862
2827,3600,2865,1652,2767,1245,2725,2593,1394,820
2795,3656,2841,1634,2767,1282,2762,2626,1399,843
2818,3609,2827,1620,2776,1254,2776,2621,1385,843
2809,3642,2874,1662,2762,1245,2739,2635,1404,834
2818,3623,2879,1657,2748,1259,2767,2635,1408,811
2804,3633,2841,1643,2725,1221,2776,2603,1371,825
2790,3609,2846,1709,2762,1245,2772,2621,1399,881
2772,3623,2855,1615,2739,1245,2795,2626,1413,815
2822,3651,2832,1643,2748,1259,2729,2589,1366,862
2804,3628,2855,1638,2776,1264,2743,2579,1371,811
2818,3656,2814,1657,2757,1264,2762,2584,1404,843
2818,3675,2827,1671,2786,1245,2757,2603,1371,782
2809,3590,2822,1629,2767,1254,2753,2612,1404,876
2809,3637,2814,1662,2734,1240,2729,2621,1404,834
2804,3651,2860,1643,2739,1250,2734,2617,1376,820
2790,3661,2837,1638,2772,1282,2757,2612,1358,839
2818,3619,2855,1638,2729,1254,2753,2598,1362,801
2781,3595,2846,1648,2743,1282,2767,2617,1362,820
2813,3666,2837,1676,2762,1231,2743,2668,1357,839
2795,3628,2818,1652,2776,1245,2767,2589,1371,843
2814,3637,2860,1648,2786,1226,2776,2626,1380,806
2804,3614,2818,1662,2776,1226,2786,2631,1390,848
2818,3600,2841,1624,2753,1240,2725,2617,1348,801
2790,3656,2827,1662,2757,1268,2739,2617,1366,811
2814,3642,2822,1648,2772,1254,2696,2635,1390,806
2814,3628,2855,1648,2757,1282,2739,2621,1404,820
2781,3651,2827,1648,2757,1273,2743,2584,1390,853
2809,3605,2813,1662,2772,1254,2734,2626,1441,848
2809,3661,2841,1648,2772,1273,2743,2603,1413,857
2818,3614,2822,1671,2767,1282,2725,2635,1371,829
2818,3633,2827,1629,2776,1259,2772,2598,1376,848
2827,3684,2841,1629,2748,1259,2739,2612,1390,792
2832,3633,2851,1676,2743,1278,2734,2603,1376,848
2813,3633,2837,1652,2753,1245,2757,2575,1399,801
2809,3647,2851,1648,2767,1240,2743,2579,1376,867
2813,3628,2804,1643,2734,1268,2753,2603,1362,857
2818,3642,2846,1662,2776,1259,2739,2598,1352,834
2822,3614,2855,1652,2739,1282,2757,2621,1390,834
2827,3647,2813,1629,2762,1278,2743,2631,1446,806
2813,3628,2841,1671,2748,1282,2734,2598,1371,811
2790,3619,2822,1666,2739,1273,2743,2607,1385,811
2804,3642,2846,1652,2772,1278,2772,2617,1427,825
2814,3637,2818,1634,2757,1259,2753,2621,1408,857
2818,3600,2837,1629,2762,1268,2748,2659,1399,853
2818,3619,2851,1657,2772,1259,2762,0,0,0
2818,3609,2814,1652,2739,1254,2762,2603,1380,825
2813,3623,2855,1634,2767,1226,2786,2589,1404,820
2818,3633,2846,1638,2753,1278,2772,2635,1418,782
2809,3633,2841,1690,2772,1301,2743,2603,1385,820
2790,3609,2869,1671,2739,1287,2757,2598,1408,815
2813,3623,2813,1662,2776,1250,2781,2607,1418,815
2813,3619,2837,1629,2743,1268,2790,2607,1408,834
2813,3628,2827,1629,2743,1287,2767,2621,1385,815
2818,3628,2822,1704,2729,1245,2757,2612,1390,876
2795,3623,2841,1657,2757,1254,2757,2626,1404,839
2814,3614,2818,1685,2743,1245,2776,2640,1385,797
2818,3642,2832,1638,2729,1254,2776,2612,1399,867
2818,3647,2832,1695,2743,1259,2748,2607,1385,825
2814,3642,2818,1666,2753,1259,2790,2575,1380,848
