2083,2944,3202,2266,1994,2088,1971,2486,740,644
2092,2973,3193,2298,1980,2083,1971,2509,750,639
2079,2996,3198,2294,1966,2087,1985,2463,787,634
2111,2963,3212,2280,1994,2074,1971,2505,773,648
2083,3001,3198,2256,1957,2088,1928,2519,778,658
2097,3005,3184,2284,1971,2069,1975,2495,782,660
2092,2959,3212,2275,1952,2079,1966,2509,773,658
2097,2996,3212,2284,1966,2087,1952,2500,726,662
2079,2973,3198,2294,1952,2079,1961,2486,754,646
2111,2968,3202,2294,1961,2083,1961,2524,787,656
2101,2987,3179,2284,1999,2092,1980,2491,778,662
2125,2944,3207,2284,1947,2069,1961,2481,778,644
2106,2991,3202,2275,1957,2069,1985,2495,768,651
2087,2959,3198,2275,1975,2074,1994,2495,764,660
2069,3010,3216,2270,1994,2065,1975,2481,736,658
2087,2977,3216,2312,1980,2079,1957,2491,773,670
2111,2959,3193,2275,1966,2065,1980,2533,726,665
2097,2982,3193,2312,1947,2083,1971,2500,745,658
2087,3010,3184,2294,1971,2088,1957,2524,764,658
2097,2930,3212,2317,1975,2074,1994,2495,754,675
2115,2996,3207,2298,1952,2079,1971,2552,768,665
2079,2987,3207,2289,1961,2079,1994,2486,740,665
2111,2982,3216,2275,1961,2065,1985,2467,754,660
2083,2959,3216,2284,1961,2087,1961,2561,768,653
2083,2982,3202,2284,1985,2088,2013,2463,764,662
2097,2973,3184,2303,1961,2065,1961,2514,768,658
2106,2968,3198,2308,2004,2088,1952,2528,764,667
2087,2968,3212,2275,1966,2079,1980,2533,782,670
2083,2959,3202,2270,2008,2083,1938,2533,759,651
2092,2977,3212,2275,1943,2097,1980,2533,778,651
2079,2987,3212,2266,2004,2097,1975,2533,764,648
2101,2996,3198,2266,1985,2083,1961,2533,778,660
2106,2954,3193,2298,1985,2088,1980,2533,764,658
2111,2963,3221,2280,1971,2074,1975,2533,801,648
2111,2987,3212,2317,1980,2074,1947,2533,764,658
2101,2963,3207,2284,1947,2083,1989,2533,782,646
2101,2977,3202,2294,1985,2079,1961,2533,754,646
2097,2968,3207,2284,1947,2083,1989,2533,801,670
2106,2987,3207,2327,1980,2083,1957,2533,773,660
2083,2968,3216,2308,1999,2074,1961,2533,787,658
2111,2968,3231,2266,1971,2088,1971,2533,773,660
2111,2968,3207,2294,1985,2092,1938,2533,750,653
2101,2973,3212,2298,1980,2087,1980,2533,768,662
2097,2963,3202,2275,1975,2088,1966,2533,773,679
2083,2991,3202,2312,1975,2092,1989,2533,764,660
2087,2954,3188,2303,1980,2065,1980,2533,754,658
2087,2968,3193,2303,1985,2083,1957,0,0,662
0,0,0,2303,1971,2079,1985,2533,782,651
2092,2977,3198,2303,1994,2083,1989,2533,778,658
2088,2968,3198,2303,1980,2074,1975,2533,736,642
2069,2963,3231,2280,1952,2083,1975,2533,782,642
2092,2973,3202,2298,1971,2087,1975,2533,754,656
2079,2963,3216,2289,1971,2087,1947,2533,792,648
2079,2977,3202,2312,2013,2074,1966,2533,797,642
2120,2954,3207,2303,1966,2088,1971,2533,778,662
2097,2982,3212,2303,1989,2101,1961,2533,792,644
2083,2991,3207,2298,1989,2097,1980,2533,778,642
2088,2949,3207,2298,0,0,0,2533,773,606
2106,2959,3193,2317,1989,2101,1952,2533,792,660
2092,2987,3216,2289,1980,2079,1943,2533,773,679
2083,2968,3231,2298,1975,2083,1957,2533,768,642
2069,2973,3184,2284,1966,2088,1985,2533,768,642
2088,2968,3212,2289,1975,2079,1989,2533,787,642
